hzname,siteid,plotid,horizonid,pittype,latitude,longitude,hzndept,hzndepb,modifieddept,modifieddepb,midpointcm,sandtotal,silttotal,claytotal,bulkdensovendry,bulkdensfieldmoist,fieldcapacity,wiltingpoint,ksat_T,ksat_T_std
A2,CLBJ,CLBJ_052,17N03348,Distributed,33.39961,-97.61977,12,22,,,17.0,76.6,19.3,4.1,1.57,,,0.04836,88.936647,1.230536
E,CLBJ,CLBJ_052,17N03349,Distributed,33.39961,-97.61977,22,30,,,26.0,77.9,17.4,4.7,1.63,,,0.05247,91.821414,1.211021
Bt1,CLBJ,CLBJ_052,17N03350,Distributed,33.39961,-97.61977,30,56,,,43.0,59.4,14.4,26.2,1.75,,,0.21156,12.183041,1.252956
Bt2,CLBJ,CLBJ_052,17N03351,Distributed,33.39961,-97.61977,56,102,,,79.0,54.9,13.6,31.5,1.77,,,0.29624,9.825916,1.282212
Bt3,CLBJ,CLBJ_052,17N03352,Distributed,33.39961,-97.61977,102,140,,,121.0,52.5,19.2,28.3,,,,,10.008016,1.250402
BC,CLBJ,CLBJ_052,17N03353,Distributed,33.39961,-97.61977,140,180,,,160.0,27.9,51.0,21.1,,,,,14.130656,1.27528
Cd,CLBJ,CLBJ_052,17N03354,Distributed,33.39961,-97.61977,180,204,,,192.0,22.7,66.2,11.1,,,,,31.971337,1.317909
A1,CLBJ,CLBJ_054,17N03355,Distributed,33.408233,-97.603617,0,13,,,6.5,66.7,29.0,4.3,1.3,,,0.12192,63.285243,1.258075
A2,CLBJ,CLBJ_054,17N03356,Distributed,33.408233,-97.603617,13,31,,,22.0,72.4,22.9,4.7,1.56,,,0.0918,70.798877,1.202584
E,CLBJ,CLBJ_054,17N03357,Distributed,33.408233,-97.603617,31,42,,,36.5,70.8,23.8,5.4,1.52,,,0.07752,63.820004,1.18412
Bt1,CLBJ,CLBJ_054,17N03358,Distributed,33.408233,-97.603617,42,57,,,49.5,55.7,20.1,24.2,1.68,,,0.19116,12.387544,1.230058
Bt2,CLBJ,CLBJ_054,17N03359,Distributed,33.408233,-97.603617,57,74,,,65.5,44.5,16.4,39.1,1.74,,,0.30888,8.403145,1.335327
Bt3,CLBJ,CLBJ_054,17N03360,Distributed,33.408233,-97.603617,74,132,,,103.0,41.7,29.9,28.4,1.69,,,0.29072,8.13222,1.363083
Cd1,CLBJ,CLBJ_054,17N03361,Distributed,33.408233,-97.603617,132,170,,,151.0,36.6,49.1,14.3,,,,,22.413831,1.362297
Cd2,CLBJ,CLBJ_054,17N03362,Distributed,33.408233,-97.603617,170,207,,,188.5,25.4,46.1,28.5,,,,,10.777651,1.307933
A,CLBJ,CLBJ_058,17N03363,Distributed,33.37462,-97.57856,0,16,,,8.0,63.9,29.6,6.5,1.47,,,0.16356,50.566444,1.227042
Bt1,CLBJ,CLBJ_058,17N03364,Distributed,33.37462,-97.57856,16,42,,,29.0,51.7,22.1,26.2,1.74,,,0.29988,10.554119,1.229101
Bt2,CLBJ,CLBJ_058,17N03365,Distributed,33.37462,-97.57856,42,62,,,52.0,51.5,23.7,24.8,1.71,,,0.28675,11.122204,1.219898
Bt3,CLBJ,CLBJ_058,17N03366,Distributed,33.37462,-97.57856,62,105,,,83.5,58.7,24.7,16.6,1.69,,,0.2272,20.714286,1.211079
Bt4,CLBJ,CLBJ_058,17N03367,Distributed,33.37462,-97.57856,105,155,,,130.0,58.1,24.8,17.1,,,,,19.756738,1.211892
BC,CLBJ,CLBJ_058,17N03368,Distributed,33.37462,-97.57856,155,201,,,178.0,51.4,32.9,15.7,,,,,19.03786,1.201726
A,CLBJ,CLBJ_059,17N03369,Distributed,33.37583,-97.63174,0,18,,,9.0,87.0,5.9,7.1,1.3,,,0.13664,180.278644,1.124841
Ab,CLBJ,CLBJ_059,17N03370,Distributed,33.37583,-97.63174,18,31,,,24.5,75.5,15.0,9.5,1.7,,,0.13552,56.383807,1.137967
Bw,CLBJ,CLBJ_059,17N03371,Distributed,33.37583,-97.63174,31,53,,,42.0,80.9,10.7,8.4,1.59,,,0.14896,86.252555,1.153529
BC,CLBJ,CLBJ_059,17N03372,Distributed,33.37583,-97.63174,53,80,,,66.5,88.6,4.5,6.9,1.71,,,0.12705,226.629515,1.132007
Cd1,CLBJ,CLBJ_059,17N03373,Distributed,33.37583,-97.63174,80,165,,,122.5,92.5,2.1,5.4,,,,,438.436872,1.182589
Cd2,CLBJ,CLBJ_059,17N03374,Distributed,33.37583,-97.63174,165,206,,,185.5,93.1,3.5,3.4,,,,,548.867845,1.132337
Oe,HARV,HARV_005,17N03375,Distributed,42.4893333,-72.2753889,0,6,-6.0,0.0,3.0,,,,,,,,,
A,HARV,HARV_005,17N03376,Distributed,42.4893333,-72.2753889,6,20,0.0,14.0,13.0,55.5,37.7,6.8,0.94,,,0.31027,43.454215,1.341282
Bw,HARV,HARV_005,17N03377,Distributed,42.4893333,-72.2753889,20,46,14.0,40.0,33.0,58.7,38.2,3.1,1.22,,,0.30107,62.84365,1.476433
BC,HARV,HARV_005,17N03378,Distributed,42.4893333,-72.2753889,46,63,40.0,57.0,54.5,71.9,27.0,1.1,1.28,,,0.2583,91.57459,1.440203
2Cd1,HARV,HARV_005,17N03379,Distributed,42.4893333,-72.2753889,63,83,57.0,77.0,73.0,81.9,17.2,0.9,,,,,164.161905,1.384873
2Cd2,HARV,HARV_005,17N03380,Distributed,42.4893333,-72.2753889,83,100,77.0,94.0,91.5,78.5,20.1,1.4,,,,,121.459569,1.378853
Oe,HARV,HARV_006,17N03381,Distributed,42.4029167,-72.254,0,6,-6.0,0.0,3.0,,,,,0.1,,,,
A,HARV,HARV_006,17N03382,Distributed,42.4029167,-72.254,6,11,0.0,5.0,8.5,58.7,35.0,6.3,0.83,,,0.24168,47.86865,1.30335
Bw1,HARV,HARV_006,17N03383,Distributed,42.4029167,-72.254,11,32,5.0,26.0,21.5,61.5,33.1,5.4,1.22,,,0.1815,53.635803,1.294469
Bw2,HARV,HARV_006,17N03384,Distributed,42.4029167,-72.254,32,53,26.0,47.0,42.5,63.4,31.5,5.1,1.26,,,0.17236,56.377671,1.275034
BC,HARV,HARV_006,17N03385,Distributed,42.4029167,-72.254,53,80,47.0,74.0,66.5,73.6,25.9,0.5,1.34,,,0.14652,101.513683,1.487762
2C,HARV,HARV_006,17N03386,Distributed,42.4029167,-72.254,80,135,74.0,129.0,107.5,83.5,16.2,0.3,,1.57,,,200.518931,1.40236
Oe,HARV,HARV_017,17N03387,Distributed,42.4816389,-72.2673056,0,8,-8.0,0.0,4.0,59.9,34.4,5.7,0.49,,,0.25197,51.227159,1.307251
A,HARV,HARV_017,17N03388,Distributed,42.4816389,-72.2673056,8,15,0.0,7.0,11.5,62.1,32.0,5.9,1.03,,,0.232,51.814943,1.268403
Bw1,HARV,HARV_017,17N03389,Distributed,42.4816389,-72.2673056,15,33,7.0,25.0,24.0,56.9,34.7,8.4,,,,,38.817001,1.271604
Bw2,HARV,HARV_017,17N03390,Distributed,42.4816389,-72.2673056,33,55,25.0,47.0,44.0,69.5,25.6,4.9,1.32,,,0.11223,64.021773,1.205144
2BC,HARV,HARV_017,17N03391,Distributed,42.4816389,-72.2673056,55,83,47.0,75.0,69.0,83.0,16.6,0.4,1.38,,,0.09514,189.181494,1.404
2Cd,HARV,HARV_017,17N03392,Distributed,42.4816389,-72.2673056,83,132,75.0,124.0,107.5,80.6,19.0,0.4,1.85,,,0.091,152.471445,1.438946
Oe,HARV,HARV_022,17N03393,Distributed,42.4340556,-72.1989444,0,7,-7.0,0.0,3.5,,,,,,,,,
Ap1,HARV,HARV_022,17N03394,Distributed,42.4340556,-72.1989444,7,19,0.0,12.0,13.0,80.9,17.1,2.0,,,,,138.768798,1.325162
Ap2,HARV,HARV_022,17N03395,Distributed,42.4340556,-72.1989444,19,29,12.0,22.0,24.0,80.0,18.1,1.9,,,,,130.14741,1.337219
Bw1,HARV,HARV_022,17N03396,Distributed,42.4340556,-72.1989444,29,46,22.0,39.0,37.5,81.2,16.6,2.2,,,,,140.235132,1.311558
Bw2,HARV,HARV_022,17N03397,Distributed,42.4340556,-72.1989444,46,61,39.0,54.0,53.5,83.4,15.3,1.3,,,,,184.223303,1.336958
C1,HARV,HARV_022,17N03398,Distributed,42.4340556,-72.1989444,61,90,54.0,83.0,75.5,72.0,27.9,0.1,,,,,99.224269,1.5469
C2,HARV,HARV_022,17N03399,Distributed,42.4340556,-72.1989444,90,99,83.0,92.0,94.5,96.5,3.5,0.0,,1.48,,,1042.069738,1.181457
C3,HARV,HARV_022,17N03400,Distributed,42.4340556,-72.1989444,99,155,92.0,148.0,127.0,98.7,1.3,0.0,,1.48,,,1343.145536,1.22421
C4,HARV,HARV_022,,Distributed,42.4340556,-72.1989444,155,170,148.0,163.0,162.5,,,,,,,,,
Oe,HARV,HARV_030,17N03402,Distributed,42.4229444,-72.2188889,0,5,-5.0,0.0,2.5,,,,,,,,,
A1,HARV,HARV_030,17N03403,Distributed,42.4229444,-72.2188889,5,12,0.0,7.0,8.5,73.3,22.7,4.0,,,,,77.069914,1.230053
A2,HARV,HARV_030,17N03404,Distributed,42.4229444,-72.2188889,12,20,7.0,15.0,16.0,72.2,23.5,4.3,,,,,72.465309,1.217814
Bw1,HARV,HARV_030,17N03405,Distributed,42.4229444,-72.2188889,20,31,15.0,26.0,25.5,75.9,20.8,3.3,,,,,90.925919,1.265457
Bw2,HARV,HARV_030,17N03406,Distributed,42.4229444,-72.2188889,31,48,26.0,43.0,39.5,80.4,16.5,3.1,,,,,122.962129,1.270999
BC1,HARV,HARV_030,17N03407,Distributed,42.4229444,-72.2188889,48,90,43.0,85.0,69.0,85.9,11.9,2.2,,,,,228.342398,1.241199
BC2,HARV,HARV_030,17N03408,Distributed,42.4229444,-72.2188889,90,100,85.0,95.0,95.0,88.6,9.9,1.5,,,,,340.731066,1.221346
C,HARV,HARV_030,17N03409,Distributed,42.4229444,-72.2188889,100,112,95.0,107.0,106.0,93.8,4.8,1.4,,,,,686.077333,1.141742
Oe,HARV,HARV_031,17N03410,Distributed,42.4673611,-72.2603056,0,4,-4.0,0.0,2.0,70.6,23.6,5.8,,,,,61.547848,1.175347
A,HARV,HARV_031,17N03411,Distributed,42.4673611,-72.2603056,4,11,0.0,7.0,7.5,73.7,22.0,4.3,1.06,,,0.24156,76.543192,1.217787
Ap,HARV,HARV_031,17N03412,Distributed,42.4673611,-72.2603056,11,24,7.0,20.0,17.5,72.1,23.4,4.5,,0.91,,,71.144613,1.210071
Bw,HARV,HARV_031,17N03413,Distributed,42.4673611,-72.2603056,24,54,20.0,50.0,39.0,70.1,25.7,4.2,1.22,,,0.19397,68.614443,1.229136
2CB,HARV,HARV_031,17N03414,Distributed,42.4673611,-72.2603056,54,77,50.0,73.0,65.5,93.3,6.4,0.3,,,,,689.640662,1.205811
2C,HARV,HARV_031,17N03415,Distributed,42.4673611,-72.2603056,77,104,73.0,100.0,90.5,96.2,3.4,0.4,,,,,982.636709,1.157297
Oe,HARV,HARV_058,17N03416,Distributed,42.4698333,-72.2523611,0,5,-5.0,0.0,2.5,,,,,,,,,
A,HARV,HARV_058,17N03417,Distributed,42.4698333,-72.2523611,5,12,0.0,7.0,8.5,66.3,27.9,5.8,0.97,,,0.30171,55.716366,1.209926
Bw1,HARV,HARV_058,17N03418,Distributed,42.4698333,-72.2523611,12,43,7.0,38.0,27.5,70.7,26.5,2.8,1.28,,,0.23932,77.646993,1.305645
Bw2,HARV,HARV_058,17N03419,Distributed,42.4698333,-72.2523611,43,66,38.0,61.0,54.5,79.7,19.1,1.2,,,,,134.009733,1.385883
2BC,HARV,HARV_058,17N03420,Distributed,42.4698333,-72.2523611,66,89,61.0,84.0,77.5,80.5,18.6,0.9,,,,,145.711304,1.400938
2Cd,HARV,HARV_058,17N03421,Distributed,42.4698333,-72.2523611,89,120,84.0,115.0,104.5,82.2,17.2,0.6,1.77,,,0.11328,172.563505,1.402156
A,DCFS,DCFS_001,17N03470,Distributed,47.2077,-99.166983,0,15,,,7.5,45.7,29.8,24.5,1.2,,0.2436,0.3294,9.975537,1.256507
Bk1,DCFS,DCFS_001,17N03471,Distributed,47.2077,-99.166983,15,42,,,28.5,38.0,32.6,29.4,1.27,,0.18288,0.31535,7.756496,1.440455
Bk2,DCFS,DCFS_001,17N03472,Distributed,47.2077,-99.166983,42,100,,,71.0,36.2,35.1,28.7,1.38,,0.17112,0.29475,8.078327,1.428333
A,DCFS,DCFS_004,17N03473,Distributed,47.171435,-99.051345,0,11,,,5.5,68.7,18.1,13.2,1.14,,0.1482,0.30488,33.165357,1.155758
Bk1,DCFS,DCFS_004,17N03474,Distributed,47.171435,-99.051345,11,40,,,25.5,81.1,11.8,7.1,,,,,96.931869,1.160385
Bk2,DCFS,DCFS_004,17N03475,Distributed,47.171435,-99.051345,40,100,,,70.0,87.9,7.8,4.3,,,,,252.650396,1.125642
A,DCFS,DCFS_007,17N03476,Distributed,47.1633383,-99.1159183,0,27,,,13.5,46.0,30.9,23.1,1.12,,0.18928,0.34056,10.67429,1.248903
Bt,DCFS,DCFS_007,17N03477,Distributed,47.1633383,-99.1159183,27,40,,,33.5,48.4,25.8,25.8,1.39,,0.16958,0.26082,10.028677,1.226939
Bk1,DCFS,DCFS_007,17N03478,Distributed,47.1633383,-99.1159183,40,70,,,55.0,41.2,35.8,23.0,1.3,,0.1664,0.2914,9.899015,1.433182
Bk2,DCFS,DCFS_007,17N03479,Distributed,47.1633383,-99.1159183,70,104,,,87.0,42.3,37.2,20.5,1.32,,0.16236,0.34524,11.471638,1.427196
A1,DCFS,DCFS_010,17N03480,Distributed,47.2100116,-99.1721616,0,21,,,10.5,35.4,41.5,23.1,1.39,,0.1946,0.3625,11.367747,1.309567
A2,DCFS,DCFS_010,17N03481,Distributed,47.2100116,-99.1721616,21,38,,,29.5,40.4,35.8,23.8,1.38,,0.17526,0.30315,9.499329,1.441481
Btss1,DCFS,DCFS_010,17N03482,Distributed,47.2100116,-99.1721616,38,70,,,54.0,32.1,29.6,38.3,1.83,,0.3477,0.36432,7.770727,1.411116
Btss2,DCFS,DCFS_010,17N03483,Distributed,47.2100116,-99.1721616,70,87,,,78.5,36.3,28.8,34.9,1.85,,0.30895,0.35372,7.260072,1.436486
2C,DCFS,DCFS_010,17N03484,Distributed,47.2100116,-99.1721616,87,100,,,93.5,52.7,21.3,26.0,1.77,,0.24249,0.28998,10.843171,1.230967
A,DCFS,DCFS_011,17N03485,Distributed,47.2019883,-99.1739916,0,25,,,12.5,32.6,42.2,25.2,1.14,,0.23028,0.34884,10.86368,1.337004
Bt1,DCFS,DCFS_011,17N03486,Distributed,47.2019883,-99.1739916,25,68,,,46.5,38.2,40.1,21.7,1.51,,0.15553,0.278,11.370102,1.305975
Bt2,DCFS,DCFS_011,17N03487,Distributed,47.2019883,-99.1739916,68,108,,,88.0,35.4,33.4,31.2,1.75,,0.24325,0.339,7.635302,1.433268
Bk,DCFS,DCFS_011,17N03488,Distributed,47.2019883,-99.1739916,108,120,,,114.0,34.7,40.9,24.4,,,,,10.708946,1.314135
A,DCFS,DCFS_014,17N03489,Distributed,47.1193733,-99.0575633,0,34,,,17.0,40.1,34.0,25.9,1.15,,0.207,0.30804,8.665909,1.432652
Bw,DCFS,DCFS_014,17N03490,Distributed,47.1193733,-99.0575633,34,57,,,45.5,42.4,31.3,26.3,1.5,,0.177,0.27265,8.747456,1.351944
Bk1,DCFS,DCFS_014,17N03491,Distributed,47.1193733,-99.0575633,57,93,,,75.0,43.3,32.0,24.7,1.44,,0.15552,0.24656,9.41676,1.330035
Bk2,DCFS,DCFS_014,17N03492,Distributed,47.1193733,-99.0575633,93,105,,,99.0,28.9,41.6,29.5,1.31,,0.18733,0.30988,9.963995,1.341725
A,DCFS,DCFS_016,17N03493,Distributed,47.1568433,-99.11399,0,18,,,9.0,32.9,38.4,28.7,1.25,,0.2525,0.3108,9.045544,1.319884
Bt,DCFS,DCFS_016,17N03494,Distributed,47.1568433,-99.11399,18,51,,,34.5,37.1,31.7,31.2,1.55,,0.2077,0.28288,7.489995,1.438068
Btk,DCFS,DCFS_016,17N03495,Distributed,47.1568433,-99.11399,51,80,,,65.5,33.5,34.8,31.7,1.59,,0.20352,0.30096,7.899806,1.409549
Bk,DCFS,DCFS_016,17N03496,Distributed,47.1568433,-99.11399,80,110,,,95.0,35.9,34.1,30.0,1.62,,0.20574,0.32072,7.799457,1.434922
A,DCFS,DCFS_020,17N03497,Distributed,47.169265,-99.0569183,0,24,,,12.0,39.7,33.2,27.1,1.3,,0.2379,0.29526,8.293615,1.430094
Bt,DCFS,DCFS_020,17N03498,Distributed,47.169265,-99.0569183,24,50,,,37.0,40.0,35.8,24.2,1.44,,0.1728,0.268,9.322734,1.443836
Btk,DCFS,DCFS_020,17N03499,Distributed,47.169265,-99.0569183,50,74,,,62.0,34.5,37.7,27.8,1.55,,0.1767,0.28855,8.854475,1.332917
Bk,DCFS,DCFS_020,17N03500,Distributed,47.169265,-99.0569183,74,105,,,89.5,36.8,35.6,27.6,1.59,,0.19239,0.26048,8.318141,1.428201
A,DCFS,DCFS_022,17N03501,Distributed,47.154924,-99.10682,0,18,,,9.0,39.4,33.5,27.1,1.17,,0.20358,0.3366,8.287702,1.43686
Bt,DCFS,DCFS_022,17N03502,Distributed,47.154924,-99.10682,18,33,,,25.5,41.9,27.6,30.5,1.68,,0.2352,0.303,7.804438,1.349761
Bk1,DCFS,DCFS_022,17N03503,Distributed,47.154924,-99.10682,33,66,,,49.5,30.4,32.3,37.3,1.58,,0.20382,0.3074,8.016314,1.430753
Bk2,DCFS,DCFS_022,17N03504,Distributed,47.154924,-99.10682,66,100,,,83.0,32.2,37.8,30.0,1.59,,0.19398,0.3034,8.776784,1.327893
A,DCFS,DCFS_023,17N03505,Distributed,47.21084,-99.171025,0,18,,,9.0,70.2,15.0,14.8,1.33,,0.11571,0.22967,30.618711,1.152164
Bt,DCFS,DCFS_023,17N03506,Distributed,47.21084,-99.171025,18,35,,,26.5,70.8,14.5,14.7,1.39,,0.11537,0.27305,31.414792,1.149208
Btk,DCFS,DCFS_023,17N03507,Distributed,47.21084,-99.171025,35,63,,,49.0,76.3,12.2,11.5,1.43,,0.07579,0.24705,50.214199,1.141632
Bk,DCFS,DCFS_023,17N03508,Distributed,47.21084,-99.171025,63,148,,,105.5,59.2,26.0,14.8,1.37,,0.09453,0.24381,23.889708,1.211019
A,DCFS,DCFS_027,17N03509,Distributed,47.205558,-99.17562,0,12,,,6.0,39.8,35.5,24.7,1.23,,0.18942,0.27798,9.110626,1.444958
AB,DCFS,DCFS_027,17N03510,Distributed,47.205558,-99.17562,12,38,,,25.0,47.1,30.8,22.1,1.46,,0.12118,0.23718,11.493058,1.228933
Bt1,DCFS,DCFS_027,17N03511,Distributed,47.205558,-99.17562,38,59,,,48.5,41.3,30.2,28.5,1.7,,0.1921,0.26878,8.070244,1.375157
Bt2,DCFS,DCFS_027,17N03512,Distributed,47.205558,-99.17562,59,87,,,73.0,35.5,37.4,27.1,1.64,,0.19024,0.30173,8.826303,1.350652
Bk,DCFS,DCFS_027,17N03513,Distributed,47.205558,-99.17562,87,100,,,93.5,41.5,38.2,20.3,1.53,,0.14688,0.27972,11.660337,1.417989
A1,DCFS,DCFS_029,17N03514,Distributed,47.199308,-99.174098,0,15,,,7.5,27.6,43.4,29.0,1.12,,0.22288,0.31719,10.34287,1.333537
A2,DCFS,DCFS_029,17N03515,Distributed,47.199308,-99.174098,15,36,,,25.5,31.4,41.6,27.0,1.15,,0.20585,0.34374,10.284285,1.341622
Bt,DCFS,DCFS_029,17N03516,Distributed,47.199308,-99.174098,36,52,,,44.0,39.0,34.7,26.3,1.4,,0.1512,0.25284,8.535261,1.447581
Ab,DCFS,DCFS_029,17N03517,Distributed,47.199308,-99.174098,52,76,,,64.0,31.2,37.5,31.3,1.5,,0.1935,0.26772,8.68708,1.327796
BC,DCFS,DCFS_029,17N03518,Distributed,47.199308,-99.174098,76,100,,,88.0,37.2,35.2,27.6,1.63,,0.1793,0.33605,8.260766,1.438773
A,DCFS,DCFS_030,17N03519,Distributed,47.170897,-99.056642,0,15,,,7.5,58.1,24.1,17.8,1.33,,0.16891,0.27206,18.815781,1.213541
Bw,DCFS,DCFS_030,17N03520,Distributed,47.170897,-99.056642,15,26,,,20.5,71.9,14.8,13.3,,,,,36.278469,1.143198
Bk1,DCFS,DCFS_030,17N03521,Distributed,47.170897,-99.056642,26,40,,,33.0,87.4,7.4,5.2,,,,,220.749983,1.119419
Bk2,DCFS,DCFS_030,17N03522,Distributed,47.170897,-99.056642,40,100,,,70.0,80.7,11.8,7.5,,,,,91.025205,1.15766
A1,DCFS,DCFS_063,17N03523,Distributed,47.164857,-99.110863,0,27,,,13.5,34.5,39.7,25.8,,,,,9.910982,1.305497
A2,DCFS,DCFS_063,17N03524,Distributed,47.164857,-99.110863,27,40,,,33.5,33.8,38.5,27.7,,,,,9.164362,1.315059
Btg1,DCFS,DCFS_063,17N03525,Distributed,47.164857,-99.110863,40,57,,,48.5,30.8,34.3,34.9,,,,,8.043551,1.407925
Btg2,DCFS,DCFS_063,17N03526,Distributed,47.164857,-99.110863,57,80,,,68.5,35.4,33.8,30.8,,,,,7.707688,1.431438
Cg,DCFS,DCFS_063,17N03527,Distributed,47.164857,-99.110863,80,100,,,90.0,34.5,35.2,30.3,,,,,7.987915,1.406491
Ap,BLAN,BLAN_001,17N03902,Distributed,39.08782,-77.95857,0,16,,,8.0,39.1,42.9,18.0,1.37,,,0.23085,15.086515,1.332038
Bw1,BLAN,BLAN_001,17N03903,Distributed,39.08782,-77.95857,16,34,,,25.0,40.9,41.3,17.8,1.49,,,0.2146,14.600371,1.354484
Bw2,BLAN,BLAN_001,17N03904,Distributed,39.08782,-77.95857,34,53,,,43.5,38.4,43.3,18.3,1.47,,,0.22896,14.977061,1.321086
2Bt,BLAN,BLAN_001,17N03905,Distributed,39.08782,-77.95857,53,100,,,76.5,38.5,33.3,28.2,1.51,,,0.25955,8.006558,1.442855
Ap,BLAN,BLAN_002,17N03906,Distributed,39.09215,-77.98098,0,15,,,7.5,14.2,60.8,25.0,1.45,,,0.308,12.68055,1.259115
Bt1,BLAN,BLAN_002,17N03907,Distributed,39.09215,-77.98098,15,35,,,25.0,16.2,59.0,24.8,1.4,,,0.29592,12.698281,1.25019
Bt2,BLAN,BLAN_002,17N03908,Distributed,39.09215,-77.98098,35,66,,,50.5,9.0,44.7,46.3,1.57,,,0.39903,15.409023,1.43936
BCt,BLAN,BLAN_002,17N03909,Distributed,39.09215,-77.98098,66,90,,,78.0,8.2,25.9,65.9,1.54,,,0.4221,24.759639,2.292165
Cr,BLAN,BLAN_002,17N03910,Distributed,39.09215,-77.98098,90,100,,,95.0,24.5,35.6,39.9,,,,,9.778228,1.306641
A,BLAN,BLAN_005,17N03911,Distributed,39.0873056,-77.9718611,0,8,,,4.0,25.7,58.1,16.2,1.36,,,0.365,20.006902,1.226781
AB,BLAN,BLAN_005,17N03912,Distributed,39.0873056,-77.9718611,8,26,,,17.0,22.6,59.2,18.2,1.63,,,0.30912,17.36127,1.216105
Bt,BLAN,BLAN_005,17N03913,Distributed,39.0873056,-77.9718611,26,39,,,32.5,21.4,57.1,21.5,1.66,,,0.29141,14.265319,1.231139
2Btx1,BLAN,BLAN_005,17N03914,Distributed,39.0873056,-77.9718611,39,62,,,50.5,19.6,54.3,26.1,1.78,,,0.28497,12.007229,1.250271
2Btx2,BLAN,BLAN_005,17N03915,Distributed,39.0873056,-77.9718611,62,100,,,81.0,33.0,44.6,22.4,,,,,12.537632,1.332621
Ap,BLAN,BLAN_006,17N03916,Distributed,39.0838333,-77.9640278,0,24,,,12.0,37.9,46.1,16.0,1.5,,,0.24674,18.647032,1.331014
Bt1,BLAN,BLAN_006,17N03917,Distributed,39.0838333,-77.9640278,24,42,,,33.0,37.6,45.1,17.3,1.7,,,0.20207,16.681419,1.31963
Bt2,BLAN,BLAN_006,17N03918,Distributed,39.0838333,-77.9640278,42,100,,,71.0,37.0,35.9,27.1,1.74,,,0.20349,8.457662,1.425085
Ap,BLAN,BLAN_008,17N03919,Distributed,39.9653608,-77.96536,0,10,,,5.0,29.9,47.2,22.9,1.62,,,0.21528,12.654252,1.315612
BE,BLAN,BLAN_008,17N03920,Distributed,39.9653608,-77.96536,10,30,,,20.0,30.2,41.4,28.4,1.63,,,0.2184,10.022116,1.343526
Bt1,BLAN,BLAN_008,17N03921,Distributed,39.9653608,-77.96536,30,55,,,42.5,30.5,39.4,30.1,1.63,,,0.23068,9.348794,1.33195
Bt2,BLAN,BLAN_008,17N03922,Distributed,39.9653608,-77.96536,55,80,,,67.5,30.4,39.2,30.4,1.68,,,0.30504,9.279474,1.329517
Bt3,BLAN,BLAN_008,17N03923,Distributed,39.9653608,-77.96536,80,100,,,90.0,34.5,36.0,29.5,1.69,,,0.29356,8.211844,1.389418
Ap,BLAN,BLAN_010,17N03924,Distributed,39.0861944,-77.9608333,0,21,,,10.5,56.8,29.9,13.3,1.22,,,0.18582,25.647303,1.220788
Bt1,BLAN,BLAN_010,17N03925,Distributed,39.0861944,-77.9608333,21,51,,,36.0,54.5,32.0,13.5,1.63,,,0.25596,24.144443,1.21871
Bt2,BLAN,BLAN_010,17N03926,Distributed,39.0861944,-77.9608333,51,75,,,63.0,32.4,17.0,50.6,1.38,,,0.39474,10.98022,1.590446
Bt3,BLAN,BLAN_010,17N03927,Distributed,39.0861944,-77.9608333,75,100,,,87.5,6.3,15.1,78.6,1.59,,,0.43452,26.630489,3.611695
A,BLAN,BLAN_011,17N03928,Distributed,39.08729,-77.97402,0,13,,,6.5,24.9,58.3,16.8,1.26,,,0.37288,19.118793,1.221816
BA,BLAN,BLAN_011,17N03929,Distributed,39.08729,-77.97402,13,33,,,23.0,32.2,53.6,14.2,1.5,,,0.312,23.338645,1.312981
Bw1,BLAN,BLAN_011,17N03930,Distributed,39.08729,-77.97402,33,80,,,56.5,34.6,48.7,16.7,1.65,,,0.27216,18.44368,1.33535
2Bw2,BLAN,BLAN_011,17N03931,Distributed,39.08729,-77.97402,80,100,,,90.0,32.2,44.8,23.0,1.6,,,0.30753,12.265916,1.333036
A,BLAN,BLAN_012,17N03932,Distributed,39.0818611,-77.9613333,0,8,,,4.0,24.4,59.7,15.9,1.22,,,0.18369,20.575542,1.21964
AE,BLAN,BLAN_012,17N03933,Distributed,39.0818611,-77.9613333,8,20,,,14.0,23.1,60.7,16.2,1.55,,,0.26316,20.147155,1.214672
Bt1,BLAN,BLAN_012,17N03934,Distributed,39.0818611,-77.9613333,20,54,,,37.0,22.7,54.5,22.8,1.68,,,0.28851,13.306082,1.243752
Bt2,BLAN,BLAN_012,17N03935,Distributed,39.0818611,-77.9613333,54,100,,,77.0,21.6,47.8,30.6,1.68,,,0.3034,10.825617,1.282386
A,BLAN,BLAN_015,17N03936,Distributed,39.08743,-77.9548,0,16,,,8.0,68.1,21.5,10.4,1.57,,,0.14415,40.448669,1.156307
Bw,BLAN,BLAN_015,17N03937,Distributed,39.08743,-77.9548,16,48,,,32.0,75.8,15.4,8.8,1.68,,,0.15741,60.342808,1.140103
C,BLAN,BLAN_015,17N03938,Distributed,39.08743,-77.9548,48,100,,,74.0,78.3,14.4,7.3,1.39,,,0.20976,77.840039,1.157112
Ap,BLAN,BLAN_016,17N03939,Distributed,39.0865833,-77.9639444,0,21,,,10.5,40.0,45.4,14.6,1.63,,,0.31758,20.390111,1.370969
Bt1,BLAN,BLAN_016,17N03940,Distributed,39.0865833,-77.9639444,21,38,,,29.5,38.3,45.2,16.5,1.67,,,0.25245,17.639098,1.328423
